token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
刻舟求剑,706,5,0.43644508749157207,1099,0.0690647068610789,0.10917256554564568,7-9,kèzhōu-qiújiàn,lit. a notch on the side of a boat to locate a sword dropped overboard (idiom); fig. an action made pointless by changed circumstances,Translation,1.0
朝三暮四,706,5,0.41992066646995035,43,0.05507545019568888,0.08671185608116376,7-9,zhāosān-mùsì,lit. say three in the morning but four in the evening (idiom); to change sth that is already settled upon; indecisive; to blow hot and cold,Translation,0.5
马后炮,706,5,0.38277736246648025,1339,0.014664142728473661,0.02320691488812863,7-9,mǎhòupào,lit. firing after the horse; fig. belated action; giving advice in hindsight; lit. firing after the horse; fig. belated action; giving advice in hindsight,Translation,0.5
画蛇添足,706,5,0.3766471749118671,1304,0.02534177954710576,0.03906580903560237,7-9,huàshé-tiānzú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it,Translation,0.75
守株待兔,706,5,0.3684749660688059,935,-0.011727565745769275,-0.018570230973689345,7-9,shǒuzhū-dàitù,"lit. to guard a tree-stump, waiting for rabbits (idiom); to wait idly for opportunities; to trust to chance rather than show initiative",Translation,0.25
前,707,1,0.0,91,-0.3311599791049957,0.0,1,qián,front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly,Translation,1.0
后台,708,4,0.5118138006340917,78,0.2051052561413701,0.2958427577782499,7-9,hòutái,backstage area; behind-the-scenes supporter; (computing) back-end; background,Translation,1.0
幕后,708,4,0.48512943408688564,121,0.10811482689579982,0.1735431169715427,7-9,mùhòu,behind the scenes,Translation,0.75
背后,708,4,0.42800887672159904,156,0.07435866443369621,0.11504399915857588,3,bèihòu,behind; at the back; in the rear; behind sb's back,Translation,1.0
前台,708,4,0.420691646975599,707,0.04484669153126308,0.07185184502224033,7-9,qiántái,stage; proscenium; foreground in politics etc (sometimes derog.); front desk; reception desk; (computing) front-end; foreground,Translation,0.75
前景,709,7,0.4966767731043806,731,0.1266881528231611,0.2010886737946086,5,qiánjǐng,foreground; vista; (future) prospects; perspective,Translation,1.0
展望,709,7,0.4344298540273723,671,0.04912456857357589,0.07991701801087064,7-9,zhǎnwàng,outlook; prospect; to look ahead; to look forward to,Translation,1.0
未来,709,7,0.4263860991747796,984,0.08255143077687616,0.12580888809733093,4,wèilái,future; tomorrow; approaching; coming; pending,Translation,0.25
看好,709,7,0.4011087958578294,820,-0.03390992238481588,-0.05662117284455218,6,kànhǎo,to keep an eye on; to regard as having good prospects,Translation,1.0
预期,709,7,0.39259652259897,1157,-0.0010863744919418772,-0.0017885549430672054,5,yùqī,to expect; to anticipate,Translation,1.0
预计,709,7,0.38026403614935056,1178,-0.05790735056939944,-0.0934387447996395,3,yùjì,to forecast; to predict; to estimate,Translation,0.25
前途,709,7,0.36288428349561536,111,-0.0008515115254417727,-0.0013365099987073653,4,qiántú,prospects; future outlook; journey,Translation,0.5
前线,710,3,0.5878571307943908,612,0.2348635232733337,0.3630003134489548,7-9,qiánxiàn,front line; military front; workface; cutting edge,Translation,0.75
第一线,710,3,0.5103398580220802,49,0.11329359003578254,0.1878976512134896,7-9,dìyīxiàn,front line; forefront,Translation,0.25
战场,710,3,0.5063095708348955,612,0.16127914385583053,0.2462391391892574,6,zhànchǎng,battlefield,Translation,0.75
后者,711,2,0.8200360486127822,122,0.4791051694967239,0.7269422194354204,7-9,hòuzhě,the latter,Translation,1.0
前者,711,2,0.8200356977069976,776,0.48017746377831716,0.7273853715331206,7-9,qiánzhě,the former,Translation,1.0
进步,712,4,0.4798663451711711,807,0.10319252753658859,0.16555140864609663,3,jìnbù,progress; improvement; to improve; to progress,Translation,0.5
飞跃,712,4,0.42144171469616065,980,0.04734797351764808,0.07564706831147383,7-9,fēiyuè,to leap,Translation,0.25
前进,712,4,0.4151338731093137,649,0.005442956571075186,0.00922051976424951,3,qiánjìn,to go forward; to forge ahead; to advance; onward,Translation,0.0
长足,712,4,0.39607604542297103,426,0.06465809741538742,0.09670929278269172,7-9,chángzú,"remarkable (progress, improvement, expansion etc)",Translation,0.5
拳,713,4,0.5642709728396097,1127,0.19870221578241976,0.31319740002200913,7-9,quán,fist; boxing,Translation,1.0
棍,713,4,0.5371583347230601,1206,0.10054841088349098,0.17847032657859388,7-9,gùn,stick; rod; truncheon,Translation,0.5
剑,713,4,0.47916873438911395,1072,0.040711871224212215,0.07249998896552741,6,jiàn,double-edged sword; classifier for blows of a sword; variant of 剑,Translation,0.5
太极,713,4,0.4247414258898481,589,0.09187401213061652,0.13771477218391961,7-9,tàijí,"the Absolute or Supreme Ultimate, the source of all things according to some interpretations of Chinese mythology",Translation,0.5
剩下,714,5,0.5858830202261034,501,0.22259017712269458,0.3495958459264592,5,shèngxia,to remain; to be left over,Translation,1.0
剩,714,5,0.5281791681052871,1220,0.1515384608508773,0.24309970608350945,5,shèng,to remain; to be left; to have as remainder,Translation,1.0
只有,714,5,0.44900572242255105,127,0.07561168016905678,0.12066862632615685,3,zhǐyǒu,"only have ...; there is only ...; (used in combination with 才) it is only if one ... (that one can ...) (Example: 只有通过治疗才能痊愈 ""the only way to cure it is with therapy""); it is only ... (who ...) (Example: 要 ""only men would have such a requirement""); (used to indicate that one has no alternative) one can only (do a certain thing) (Example: 服 ""the only thing you can do is give in"")",Translation,0.75
剩余,714,5,0.4263391194457161,848,0.09448587871733782,0.14141485744889543,7-9,shèngyú,remainder; surplus,Translation,1.0
还有,714,5,0.41899456141521474,359,0.00937740562488576,0.015883601152806244,1,hái yǒu,furthermore; in addition; still; also,Translation,0.75
副,715,1,0.0,256,-0.3332119882106781,0.0,6,fù,"secondary; auxiliary; deputy; assistant; vice-; abbr. for 副词 adverb; classifier for pairs, sets of things & facial expressions",Translation,1.0
潜力,716,8,0.47184031283197697,971,0.0075346139603644224,0.014065137419781307,6,qiánlì,potential; capacity,Translation,0.5
力量,716,8,0.44383382753978357,507,0.07023954348216638,0.11213107047801428,3,lìliàng,power; force; strength,Translation,0.5
潜能,716,8,0.43704128222816946,467,0.07043304996841909,0.11119981906254163,7-9,qiánnéng,potential; hidden capability,Translation,0.5
实力,716,8,0.43374926712796896,1345,-0.15013485285951883,-0.2651384698400881,3,shílì,strength,Translation,0.0
能力,716,8,0.43149879963744214,1345,0.008107338265066655,0.014060385377509043,3,nénglì,capability; ability,Translation,0.25
力,716,8,0.4264983787690575,1345,0.0346032633935387,0.05690344588319992,3; 6,lì; lì(yǐngxiǎnglì),power; force; strength; ability; strenuously; surname Li,Translation,0.75
活力,716,8,0.4134789207787021,363,-0.10786764828257722,-0.18391094899059562,5,huólì,energy; vitality; vigor; vital force,Translation,0.0
威力,716,8,0.392940181358069,979,0.006954270465582446,0.011325913507442031,7-9,wēilì,might; formidable power,Translation,0.75
步伐,717,9,0.5482457280966156,1084,0.17363104232276616,0.2776385028126485,7-9,bùfá,pace; (measured) step; march,Translation,1.0
节奏,717,9,0.47804970203653036,1356,0.1424499815584725,0.21440385555070807,6,jiézòu,rhythm; tempo; musical pulse; cadence; beat,Translation,1.0
速度,717,9,0.47486002046282927,1369,0.05771727163012663,0.09902471233657185,3,sùdù,speed; rate; velocity; (music) tempo,Translation,0.75
脚步,717,9,0.472280875186905,1273,0.01592336628912361,0.02929014297031762,5,jiǎobù,footstep; step,Translation,0.75
进度,717,9,0.45432315032520576,1188,0.0735050813440351,0.11871322088337848,7-9,jìndù,rate of progress,Translation,0.75
进程,717,9,0.43904642691505724,1223,0.027028843068011343,0.045968794857600345,7-9,jìnchéng,course of events; process,Translation,1.0
提速,717,9,0.3999165185983631,1369,-0.027076046795084796,-0.04512046679212413,7-9,tísù,to increase the specified cruising speed; to pick up speed; to speed up,Translation,0.75
力度,717,9,0.39165772961855094,1047,0.003183503620626138,0.0052058371960219865,7-9,lìdù,strength; vigor; efforts; (music) dynamics,Translation,0.75
脉搏,717,9,0.32642107452860425,1273,-0.006336934905142089,-0.009407858033425354,7-9,màibó,pulse (both medical and figurative),Translation,0.5
力所能及,718,1,0.0,1183,-0.3318243622779846,0.0,7-9,lìsuǒnéngjí,as far as one's capabilities extend (idiom); to the best of one's ability; within one's powers,Translation,1.0
办事,719,5,0.43402551063688644,493,0.0674884165206755,0.10653886106640707,4,bànshì,to handle (affairs); to work,Translation,1.0
照办,719,5,0.39635448396040635,1179,-0.008407903315289456,-0.013928544306022856,7-9,zhàobàn,to follow the rules; to do as instructed; to play by the book; to comply with a request,Translation,0.5
办,719,5,0.37966681761506094,1280,0.00020338339570058483,0.0003277540872143884,2,bàn,to do; to manage; to handle; to go about; to run; to set up; to deal with,Translation,0.0
干事,719,5,0.37221024082043463,370,0.016502535799530094,0.025613430314366137,7-9,gànshi,administrator; executive secretary,Translation,1.0
说干就干,719,5,0.3471048779996554,1027,-0.011413454243310306,-0.01748129808098686,7-9,shuō gàn jiù gàn,"to do what needs to be done, without delay",Translation,0.5
大使馆,720,8,0.5928167625590461,1172,0.23658292733870923,0.3674982319390499,3,dàshǐguǎn,embassy,Translation,1.0
领事,720,8,0.5634617109468675,969,0.2159095604589677,0.3309223267735875,7-9,lǐngshì,consul,Translation,1.0
领事馆,720,8,0.554952348740865,761,0.23893358853654978,0.3493276929757938,7-9,lǐngshìguǎn,consulate,Translation,1.0
大使,720,8,0.5217626427491064,484,0.04505700219467834,0.08610259480422461,6,dàshǐ,ambassador; envoy,Translation,1.0
驻,720,8,0.51228053302899,968,0.210025289966017,0.301005902055058,6,zhù,"to halt; to stay; to be stationed (of troops, diplomats etc)",Translation,1.0
外交官,720,8,0.5096603801566787,969,0.14299248364750816,0.22577804418780528,4,wàijiāoguān,diplomat,Translation,1.0
外交,720,8,0.4264984121266551,968,0.021797596449012302,0.03661620412570354,3,wàijiāo,diplomacy; diplomatic; foreign affairs,Translation,0.75
办事处,720,8,0.4192017150341858,232,0.027859194320379643,0.04577154683624632,6,bànshìchù,office; agency,Translation,1.0
商务,721,3,0.5151443189352019,352,0.16350936948947736,0.2521872043375814,4,shāngwù,commercial affairs; commercial; commerce; business,Translation,1.0
商业,721,3,0.42860311351315367,195,0.05431807122723448,0.08680960964346157,3,shāngyè,business; trade; commerce,Translation,1.0
办公,721,3,0.4222344777814291,465,0.06471741416372279,0.10073016806973108,6,bàngōng,to handle official business; to work (esp. in an office),Translation,0.75
办学,722,6,0.45575504292453173,81,0.08092467774356249,0.12944435115916647,6,bànxué,to run a school,Translation,0.0
治学,722,6,0.4371198411037874,161,0.03860384178661819,0.06418099524308771,7-9,zhìxué,scholarship; high-level study; to do scholarly research; to pursue a high level of study,Translation,0.25
家教,722,6,0.4197427040361997,399,0.03526809871431552,0.05729755265866592,7-9,jiājiào,family education; upbringing; to bring sb up; private tutor,Translation,1.0
成才,722,6,0.4184335711029211,82,0.03767713332444822,0.060843803025229785,7-9,chéngcái,to make sth of oneself; to become a person who is worthy of respect,Translation,0.5
勤工俭学,722,6,0.41628794643994327,1005,-0.03276155617121701,-0.05612622862831845,7-9,qíngōng-jiǎnxué,to work part time while studying; work-study program,Translation,0.5
教育,722,6,0.4129371166692555,1172,-0.02721999879018666,-0.046366410759528846,2,jiàoyù,to educate; to teach; education,Translation,0.5
功臣,723,4,0.5247513450781468,1264,0.16836593524614607,0.2615943420459104,7-9,gōngchén,minister who has given outstanding service,Translation,1.0
功劳,723,4,0.5131833546135106,246,0.15936046766969347,0.24662041482090938,7-9,gōngláo,contribution; meritorious service; credit,Translation,0.75
立功,723,4,0.4791485490190606,794,0.049023938356600294,0.0860257159264043,7-9,lìgōng,to render meritorious service (one the three imperishables 朽); to make worthy contributions; to distinguish oneself,Translation,1.0
功,723,4,0.45891380116564867,713,0.0751132945738518,0.12189768959140108,7-9,gōng,meritorious deed or service; achievement; result; service; accomplishment; work (physics),Translation,0.75
添加,724,4,0.5050024168695432,1347,0.07267571260585604,0.12802383545555096,7-9,tiānjiā,to add; to increase,Translation,1.0
加,724,4,0.4809075986308973,551,0.14084340085219554,0.2134198514130107,2,jiā,"Canada (abbr. for 大); surname Jia; to add; plus; (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth)",Translation,1.0
添,724,4,0.41731055459868305,685,0.07193507633101337,0.1098875369664611,6,tiān,to add; to increase; to replenish,Translation,1.0
附加,724,4,0.38053481078300955,1263,-0.0008381178363752184,-0.0013529700311886886,7-9,fùjiā,additional; annex,Translation,0.0
对于,725,10,0.5365791847663899,135,0.15270694398460583,0.24784947878078176,4,duìyú,regarding; as far as (sth) is concerned; with regard to,Translation,1.0
鉴于,725,10,0.5342626176518953,605,0.151589920346216,0.24555842530308128,7-9,jiànyú,in view of; seeing that; considering; whereas,Translation,1.0
由于,725,10,0.524492886720044,332,0.16240122622047126,0.2545839522142859,3,yóuyú,due to; as a result of; thanks to; owing to; since; because,Translation,1.0
得益于,725,10,0.48503997619901207,820,0.000574734766822127,0.0011148322344331904,7-9,déyì yú,to benefit from; thanks to,Translation,0.25
基于,725,10,0.47421868584208127,332,0.032835234618707854,0.058779559414444855,7-9,jīyú,because of; on the basis of; in view of; on account of,Translation,1.0
针对,725,10,0.4604183570046038,956,0.06607694779821344,0.10909933220237364,4,zhēnduì,to target; to focus on; to be aimed at or against; in response to,Translation,1.0
随着,725,10,0.457944036159474,451,-0.055061697330516246,-0.10157935896581245,5,suízhe,along with; in the wake of; following,Translation,1.0
对,725,10,0.4077966610149597,956,0.06781859194795836,0.10275202803047902,1; 2,duì,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair,Translation,1.0
取决于,725,10,0.39347075072428334,169,-0.012103749836477162,-0.019955756216094654,7-9,qǔjué yú,to hinge on; to be decided by; to depend on,Translation,0.0
加上,725,10,0.3908059598938228,724,-0.006769120500922099,-0.011111600008007884,5,jiāshàng,plus; to put in; to add; to add on; to add into; in addition; on top of that,Translation,1.0
参与,726,5,0.5334744422696938,391,0.14826699784029618,0.24116589652372472,4,cānyù,to participate (in sth),Translation,1.0
参加,726,5,0.5235108571275754,859,0.15219344069805574,0.24208311901007773,2,cānjiā,to participate; to take part; to join,Translation,1.0
投身,726,5,0.49346639159074734,794,0.09693945887437772,0.16063593245465665,7-9,tóushēn,to throw oneself into sth,Translation,1.0
加入,726,5,0.4522564861406451,1074,-0.0081728246579999,-0.01492089719221852,4,jiārù,to become a member; to join; to mix into; to participate in; to add in,Translation,0.75
踊跃,726,5,0.41346928415956175,1315,0.02744874296846067,0.04470628874410616,7-9,yǒngyuè,to leap; to jump; eager; enthusiastically,Translation,1.0
加油,727,1,0.0,442,-0.36362433433532715,0.0,2,jiāyóu,to add oil; to top up with gas; to refuel; to accelerate; to step on the gas; (fig.) to make an extra effort; to cheer sb on,Translation,1.0
水货,728,4,0.43980312329849847,531,0.08506435138306268,0.13182932381598889,7-9,shuǐhuò,smuggled goods; unauthorized goods,Translation,1.0
山寨,728,4,0.3952951419545501,1321,0.03336158277524409,0.05228543712835562,7-9,shānzhài,fortified hill village; mountain stronghold (esp. of bandits); (fig.) knockoff (goods); counterfeit; imitation,Translation,1.0
劣质,728,4,0.3704427067352412,531,0.006286400945293702,0.009886708011005168,7-9,lièzhì,shoddy; of poor quality,Translation,0.75
货,728,4,0.3452807264228115,531,-0.013777862320398349,-0.02104392352025971,4,huò,goods; money; commodity,Translation,0.5
静,729,3,0.46735790558293083,1221,0.07826945372059563,0.1281191261798806,3,jìng,still; calm; quiet; not moving,Translation,1.0
动静,729,3,0.4549143348624281,60,0.11888143762846509,0.1790471803997727,7-9,dòngjing,(detectable) movement; (sign of) activity; movement and stillness,Translation,1.0
动,729,3,0.440464821354129,1167,0.05189656902907103,0.084877125249736,1,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 动词, verb",Translation,1.0
引擎,730,5,0.46747079345878195,1203,0.06515544507201743,0.1090130805536894,7-9,yǐnqíng,engine (loanword),Translation,0.75
驱动,730,5,0.45492490810031827,758,0.05227085631961759,0.08750516593514712,7-9,qūdòng,to drive; to propel; drive (vehicle wheel); drive mechanism (tape or disk); device driver (computing software),Translation,0.5
动力,730,5,0.4464486842558869,716,0.057167381565380926,0.09360673222750572,3,dònglì,motive power; force; (fig.) motivation; impetus,Translation,0.5
马力,730,5,0.40828666028725313,358,0.05709055003868746,0.08799353847980108,7-9,mǎlì,horsepower,Translation,1.0
输出,730,5,0.39263194863564743,1347,-0.2619971030496858,-0.4313646436640063,5,shūchū,to export; to output,Translation,1.0
状况,731,15,0.5195447759887994,1268,0.09224590232585084,0.16107162721304205,3,zhuàngkuàng,condition; state; situation,Translation,1.0
局面,731,15,0.508630229046805,111,0.08982331853197345,0.15454987362554604,5,júmiàn,aspect; phase; situation,Translation,1.0
情况,731,15,0.4940525503596017,111,0.1446379633387277,0.22231971460351263,3,qíngkuàng,circumstances; state of affairs; situation,Translation,1.0
形势,731,15,0.4868920107929658,1268,0.06235137186932077,0.10835060837779578,4,xíngshì,circumstances; situation; terrain,Translation,1.0
情形,731,15,0.4464974312786475,106,0.08487485933345706,0.13295404192481866,5,qíngxing,circumstances; situation,Translation,0.75
现状,731,15,0.43502096254956457,111,0.08417052943837378,0.12966276761421777,5,xiànzhuàng,current situation,Translation,1.0
势头,731,15,0.42964003553886,556,-0.04501425156097827,-0.07892253027174946,7-9,shìtou,power; momentum; tendency; impetus; situation; the look of things,Translation,0.75
格局,731,15,0.4267893270287061,1042,-0.08213789903788327,-0.14329443415998064,7-9,géjú,structure; pattern; layout,Translation,0.75
现象,731,15,0.42481732809093525,556,-0.012409921054572559,-0.021575617035511963,3,xiànxiàng,phenomenon; appearance,Translation,1.0
景象,731,15,0.42416076137898273,556,0.00936184599278278,0.015997656598605033,5,jǐngxiàng,scene; sight (to behold),Translation,0.75
状态,731,15,0.42284379667366395,1046,-0.0016034119692956428,-0.0027781248127536546,3,zhuàngtài,condition; state; state of affairs,Translation,0.75
趋势,731,15,0.4148152107286372,556,0.012197636990539051,0.020418473082419335,4,qūshì,trend; tendency,Translation,0.25
局势,731,15,0.4052931131857913,1268,0.03294855971517974,0.052494660720891234,7-9,júshì,situation; state (of affairs),Translation,0.75
情景,731,15,0.3830611453764738,930,-0.10283207433292257,-0.1666811444315233,4,qíngjǐng,scene; spectacle; circumstances; situation,Translation,0.75
动向,731,15,0.34148770367901765,529,-0.043166103007383716,-0.06555094452836621,7-9,dòngxiàng,trend; tendency,Translation,0.25
竣工,732,12,0.5062774308902376,1066,0.05737571799579788,0.1041115883287219,7-9,jùngōng,to complete a project,Translation,1.0
动工,732,12,0.5011223225518435,1066,0.08109450029575527,0.13982481127148613,7-9,dònggōng,to start (a building project),Translation,1.0
开工,732,12,0.4914286570574422,1069,0.0013372736002583707,0.002622575020059662,7-9,kāigōng,to begin work (of a factory or engineering operation); to start a construction job,Translation,1.0
施工,732,12,0.4910521719289621,1128,0.08592890833147371,0.14444825805615572,7-9,shīgōng,construction; to carry out construction or large-scale repairs,Translation,1.0
工程,732,12,0.44959507205382193,1128,0.062396802686603914,0.10182217113220737,4,gōngchéng,engineering; an engineering project; project; undertaking,Translation,1.0
拆除,732,12,0.43566406927164164,689,0.029586505508976846,0.04981543666950112,5,chāichú,to tear down; to demolish; to dismantle; to remove,Translation,1.0
安装,732,12,0.4287586652290274,411,0.017352625037377,0.029481486767256565,3,ānzhuāng,to install; to erect; to fix; to mount; installation,Translation,1.0
拆迁,732,12,0.40985764152547655,916,0.02365584260961351,0.0385400976539696,6,chāiqiān,to demolish a building and relocate the inhabitants,Translation,1.0
扩建,732,12,0.4090387715094083,276,0.013343353389977775,0.022080510044212964,7-9,kuòjiàn,"to extend (a building, an airport runway etc)",Translation,1.0
调试,732,12,0.40667875268291687,1069,-0.03354300401378418,-0.05653430441849339,7-9,tiáoshì,to debug; to adjust components during testing; debugging,Translation,0.0
改造,732,12,0.3991934387570724,758,-0.02439200593172458,-0.040598767565492806,3,gǎizào,to transform; to reform; to remodel; to remold,Translation,1.0
工地,732,12,0.38626450855009015,655,0.01762360889188702,0.027913763945662997,7-9,gōngdì,construction site,Translation,1.0
动态,733,2,0.4440109708145652,70,0.06651398323331215,0.10684925519455855,5,dòngtài,movement; motion; development; trend; dynamic (science),Translation,0.5
滚动,733,2,0.4440106131687065,1363,0.12349888464354475,0.18175278342257298,7-9,gǔndòng,to roll; (to do sth) in a loop; to scroll (computing); to progressively expand (economics); to rumble (of thunder),Translation,1.0
退让,734,18,0.5134847724953423,667,0.13524040227325063,0.21751375588116287,7-9,tuìràng,to move aside; to get out of the way; to back down; to concede,Translation,1.0
妥协,734,18,0.4825104335213825,320,0.11649428400050849,0.18374960799469786,7-9,tuǒxié,to compromise; to reach terms; a compromise,Translation,1.0
屈服,734,18,0.4686246371892336,818,0.1164987242844942,0.17981692215352438,7-9,qūfú,to surrender; to succumb; to yield; (as a transitive verb) to defeat; to prevail over,Translation,1.0
让步,734,18,0.45506108480511365,1181,0.10501230436382947,0.16156951660945806,7-9,ràngbù,to concede; to give in; to yield; a concession; (linguistics) concessive,Translation,1.0
退缩,734,18,0.4510516871226422,1148,0.05561507237082641,0.09199212808429577,7-9,tuìsuō,to shrink back; to cower,Translation,0.5
宽恕,734,18,0.44944147851400396,366,0.07393629934721013,0.11839377506536196,7-9,kuānshù,to forgive; forgiveness,Translation,0.5
饶恕,734,18,0.44476380066656096,1179,0.05610319094442351,0.09177094071907227,7-9,ráoshù,to forgive; to pardon; to spare,Translation,0.5
原谅,734,18,0.4330204900327855,970,0.05764659009610945,0.09228975556779527,6,yuánliàng,to excuse; to forgive; to pardon,Translation,0.5
退却,734,18,0.42015812990986723,1148,0.021558624485367717,0.035847367402956506,7-9,tuìquè,to retreat; to shrink back,Translation,0.5
容忍,734,18,0.4199149327939291,818,-0.025540022307084076,-0.044028063728817166,7-9,róngrěn,to put up with; to tolerate,Translation,0.5
投降,734,18,0.4101107963987021,387,0.052684659666600686,0.08199004453537136,7-9,tóuxiáng,to surrender; surrender,Translation,0.5
背叛,734,18,0.409190861678827,177,0.027337579227197373,0.04422506575076683,7-9,bèipàn,to betray,Translation,0.5
迁就,734,18,0.4062750479252242,1122,-0.002258733841667304,-0.0038043438022507623,7-9,qiānjiù,to yield; to adapt to; to accommodate to (sth),Translation,1.0
顺从,734,18,0.402263157270618,1122,0.005256943605609465,0.008718072598328543,7-9,shùncóng,obedient; to comply; to submit; to defer,Translation,0.5
认错,734,18,0.401379479316659,345,-0.08072887525182243,-0.1348581822081013,7-9,rèncuò,to admit an error; to acknowledge one's mistake,Translation,0.75
后退,734,18,0.4002196298403111,1142,0.023006688193735192,0.0369415001245565,7-9,hòutuì,to recoil; to draw back; to fall back; to retreat,Translation,0.5
死心,734,18,0.3885722790906962,1179,-0.11029868972796836,-0.18039530422980196,7-9,sǐxīn,to give up; to admit failure; to drop the matter; to reconcile oneself to loss; to have no more illusions about,Translation,0.5
动摇,734,18,0.3599648795897324,934,-0.03182717935496976,-0.04972723892802685,4,dòngyáo,to sway; to waver; to rock; to rattle; to destabilize; to pose a challenge to,Translation,0.5
波涛,735,13,0.490014920163463,1228,0.06125480883152329,0.10723132268362577,7-9,bōtāo,great waves; billows,Translation,1.0
波澜,735,13,0.46929838272797925,610,0.052439411609052244,0.08992577954885576,7-9,bōlán,billows; great waves (fig. of a story with great momentum),Translation,0.5
起伏,735,13,0.46337212136482986,144,0.04104344061112197,0.0710498154290796,7-9,qǐfú,to move up and down; to undulate; ups and downs,Translation,0.25
波浪,735,13,0.43542633042876044,1197,0.05441985116545478,0.08791667334528326,6,bōlàng,wave,Translation,1.0
迭起,735,13,0.4340080771330459,610,0.005286053169117677,0.009253031607827821,7-9,diéqǐ,continuously arising; to arise repeatedly,Translation,0.5
汹涌,735,13,0.4328202472421718,610,0.0010334418508601284,0.001818757221172741,7-9,xiōngyǒng,"to surge up violently (of ocean, river, lake etc); turbulent",Translation,0.5
风浪,735,13,0.41895299171886596,539,0.031083454842187497,0.05077913404862728,7-9,fēnglàng,wind and waves; rough waters; (fig.) hardship,Translation,0.75
变幻莫测,735,13,0.4064044186951438,340,-0.05150778795463645,-0.08677252590292323,7-9,biànhuàn-mòcè,to change unpredictably; unpredictable; erratic; treacherous,Translation,0.25
动荡,735,13,0.39006096624336756,320,0.013925348748784427,0.022321115196320046,7-9,dòngdàng,variant of 动荡; unrest (social or political); turmoil; upheaval; commotion,Translation,0.0
连绵,735,13,0.37281325226614553,193,-0.01982173556497019,-0.031604200242734484,7-9,liánmián,"continuous; unbroken; uninterrupted; extending forever into the distance (of mountain range, river etc)",Translation,0.0
浪,735,13,0.3553342746177002,1043,-0.025268561991186544,-0.03919637883059748,7-9,làng,wave; breaker; unrestrained; dissipated; to stroll; to ramble,Translation,1.0
风云,735,13,0.3509188621241533,1049,-0.027726796368888695,-0.04271699599779805,7-9,fēngyún,weather; unstable situation,Translation,0.25
峰回路转,735,13,0.320885660908974,1226,-0.020350930430137304,-0.0299668689920115,7-9,fēnghuí-lùzhuǎn,the mountain road twists around each new peak (idiom); (of a mountain road) twisting and turning; fig. an opportunity has come unexpectedly; things have taken a new turn,Translation,0.25
助手,736,3,0.44423467135052686,1039,0.07191068148236279,0.11456656032984087,5,zhùshǒu,assistant; helper,Translation,1.0
管家,736,3,0.3283840737442627,1203,-0.02960955881074523,-0.0440870409012167,7-9,guǎnjiā,(old) butler; steward; manager; administrator; housekeeper; to manage a household,Translation,1.0
辅助,736,3,0.32675990520611686,642,-0.03098353685244637,-0.046021526483701454,5,fǔzhù,to assist; to aid; supplementary; auxiliary,Translation,0.75
励志,737,4,0.4231606318356211,490,0.054481734216373645,0.08629797738570684,7-9,lìzhì,to pursue a goal with determination; inspirational; motivational,Translation,1.0
敬业,737,4,0.38308350149229037,1061,0.031031051312236657,0.04789130126483188,7-9,jìngyè,dedicated to one's work,Translation,0.25
爱国,737,4,0.38125888718091977,490,0.03986976755582822,0.060536150774084765,4,àiguó,to love one's country; patriotic,Translation,0.25
正能量,737,4,0.36759591246830653,727,0.004912526857726085,0.00770814183533028,7-9,zhèngnéngliàng,positive energy; positivity,Translation,1.0
服务,738,3,0.4377204812627967,197,0.08257311950742563,0.12804959553581138,2,fúwù,to serve; service,Translation,1.0
咨询,738,3,0.3883887501977108,468,0.000518349053683087,0.0008467962579359753,6,zīxún,to consult; to seek advice; consultation; (sales) inquiry (formal),Translation,0.75
劳务,738,3,0.36047911779447195,964,0.006656290455299585,0.010301030022292988,7-9,láowù,"service (work done for money); services (as in ""goods and services"")",Translation,0.25
奖,739,13,0.5303687451022616,964,0.18903359748301418,0.2869951186855497,4,jiǎng,prize; award; encouragement,Translation,1.0
奖项,739,13,0.523799220575459,563,0.12473700429356815,0.20757057997218628,7-9,jiǎngxiàng,award; prize,Translation,1.0
获奖,739,13,0.4923218743399878,361,0.11087727113526064,0.17925196629067378,4,huòjiǎng,to win an award,Translation,1.0
表彰,739,13,0.4920899967014806,328,0.11487207806706595,0.184449876616848,7-9,biǎozhāng,to honor; to commend; to cite (in dispatches),Translation,1.0
荣获,739,13,0.48213304089804726,815,0.06853775190611916,0.11687790125065313,7-9,rónghuò,be honored with,Translation,1.0
颁发,739,13,0.4680208315206879,1109,0.01744816201461491,0.03175699686968489,7-9,bānfā,to issue; to promulgate; to award,Translation,1.0
